flags,utterance,category,intent
B,I want assistance contacting an agent,CONTACT,contact_human_agent
BI,can you give me information about a user account deletion?,ACCOUNT,delete_account
BIP,will you show me in what cases can I ask to be refunded?,REFUND,check_refund_policy
B,I want to get my money back,REFUND,get_refund
BL,I need assistance using another profile,ACCOUNT,switch_account
BIP,could I submit some feedback for your company?,FEEDBACK,review
B,I need help to recover my password,ACCOUNT,recover_password
B,I want assistance to track the refund,REFUND,track_refund
BIP,could you help me to track an order?,ORDER,track_order
B,I don't know what I have to do to create an account,ACCOUNT,create_account
BL,help me unsubscribing to your company newsletter,NEWSLETTER,newsletter_subscription
BL,I call to file a consumer complaint,FEEDBACK,complaint
BIMP,could you help me find the invoice from six months ago?,INVOICE,check_invoice
B,information about a password recovery,ACCOUNT,recover_password
B,help to check in what cases can I ask for a refund,REFUND,check_refund_policy
B,help me to delete my account,ACCOUNT,delete_account
B,I need assistance getting a refund,REFUND,get_refund
BM,I need assistance to check what options for delivery I have,DELIVERY,delivery_options
BI,in what cases can I ask for a refund?,REFUND,check_refund_policy
BP,I don't know how I could check when will my item arrive,DELIVERY,delivery_period
BILM,what do I have to do to inform of signup problems?,ACCOUNT,registration_problems
BM,I need assistance buying some of your item,ORDER,place_order
B,I need help tracking my last order,ORDER,track_order
BI,do you have a number to contact customer service?,CONTACT,contact_customer_service
BIMP,could you help me checking the cancellation fees?,CANCELLATION_FEE,check_cancellation_fee
BM,I try to get refunds,REFUND,get_refund
BELZ,I do not know howI can change to a different account,ACCOUNT,switch_account
BIM,where do I get refunds of money?,REFUND,get_refund
BE,I do not know how to edit the information on my account,ACCOUNT,edit_account
BE,I do not know what I need to do to track the last order,ORDER,track_order
BIP,where could I check when my delivery is going to arrive?,DELIVERY,delivery_period
BIMP,how could I find the invoices from last month?,INVOICE,check_invoice
B,I want help to check the refund status,REFUND,track_refund
B,I have got to check the status of my order,ORDER,track_order
BIP,could I file a complaint?,FEEDBACK,complaint
BK,reporting issue with payment,PAYMENT,payment_issue
B,help me set another shipping address up,SHIPPING_ADDRESS,set_up_shipping_address
B,I need help to check how soon can I expect the item,DELIVERY,delivery_period
BIP,could you help me to get my invoice?,INVOICE,get_invoice
BI,can you help me submitting some feedback for your company?,FEEDBACK,review
B,I try to remove something from an order,ORDER,change_order
BI,where can I check your allowed payment methods?,PAYMENT,check_payment_methods
BIP,could you help me deleting an account?,ACCOUNT,delete_account
B,customer service number,CONTACT,contact_customer_service
B,I want help setting a different shipping address up,SHIPPING_ADDRESS,set_up_shipping_address
BM,help me to buy several of your item,ORDER,place_order
B,I have got to set up a different shipping address,SHIPPING_ADDRESS,set_up_shipping_address
B,assistance to register,ACCOUNT,create_account
BILM,what do I have to do to correct the personal details?,ACCOUNT,edit_account
BLQZ,i want assistance checking the early  exit fee,CANCELLATION_FEE,check_cancellation_fee
B,I want help checking my order ETA,ORDER,track_order
B,assistance to check how long refunds take,REFUND,check_refund_policy
B,show me in what cases can I ask for refunds,REFUND,check_refund_policy
BLQ,need help checking at what time I can call customer support,CONTACT,contact_customer_service
BI,where can I submit some feedback?,FEEDBACK,review
B,I need assistance switching to another account,ACCOUNT,switch_account
BL,cancel my subscription to your company newsletter,NEWSLETTER,newsletter_subscription
B,I am trying to check when my delivery is going to arrive,DELIVERY,delivery_period
BE,I do not know how to contact customer service,CONTACT,contact_customer_service
B,I call to leave a review,FEEDBACK,review
BI,how to change an order?,ORDER,change_order
BM,assistance to get the invoice from 3 purchases ago,INVOICE,get_invoice
B,tell me more about a password recovery,ACCOUNT,recover_password
BIP,could you show me what hours customer service available is?,CONTACT,contact_customer_service
BKL,allowed payment options,PAYMENT,check_payment_methods
BIMP,could you help me to get refunds of money?,REFUND,get_refund
B,I have got to track the refund,REFUND,track_refund
B,help to check what hours I can contact customer service,CONTACT,contact_customer_service
BI,is there a section to submit a review for your company?,FEEDBACK,review
B,I have a question about my registration,ACCOUNT,registration_problems
BM,I need assistance reporting an issue with payments,PAYMENT,payment_issue
BLMQW,i try to report goddamn registration errors,ACCOUNT,registration_problems
BEP,I do not know how I could set up another shipping address,SHIPPING_ADDRESS,set_up_shipping_address
B,question about a forgotten password,ACCOUNT,recover_password
BM,I want assistance to buy several of your item,ORDER,place_order
BIP,where could I find information about a password recovery?,ACCOUNT,recover_password
B,assistance canceling the order I made,ORDER,cancel_order
BM,I need help to get the invoices from nine months ago,INVOICE,get_invoice
B,I am trying to delete an account,ACCOUNT,delete_account
BI,how to report a payment issue?,PAYMENT,payment_issue
BI,where can I find information about a user account deletion?,ACCOUNT,delete_account
BLQ,i dont know how i can create a new online account,ACCOUNT,create_account
BIM,is it possible to get refunds?,REFUND,get_refund
BIP,could you help me check the status of my order?,ORDER,track_order
B,report a registration issue,ACCOUNT,registration_problems
BIM,can you help me to solve payment issues?,PAYMENT,payment_issue
B,assistance deleting the account,ACCOUNT,delete_account
B,assistance with cancelling the order I made,ORDER,cancel_order
B,the delivery options,DELIVERY,delivery_options
BIP,could you help me recover my password?,ACCOUNT,recover_password
B,assistance checking how long the delivery takes,DELIVERY,delivery_period
BIMP,how could I check what delivery options are available?,DELIVERY,delivery_options
BM,help me to report registration issues,ACCOUNT,registration_problems
B,help me to file a complaint against your business,FEEDBACK,complaint
BM,I need help finding the invoices from February,INVOICE,check_invoice
BP,I don't know how I could get a refund of money,REFUND,get_refund
BIP,could you help me switch user?,ACCOUNT,switch_account
BL,I want to create another online account for my wife,ACCOUNT,create_account
BI,can you help me cancel my last order?,ORDER,cancel_order
BLM,informing of troubles with online signup,ACCOUNT,registration_problems
B,I have got to report a registration issue,ACCOUNT,registration_problems
BLQZ,need help listing the allowed payment metods,PAYMENT,check_payment_methods
BKLZ,subscribe to newsleter,NEWSLETTER,newsletter_subscription
B,I try to buy something,ORDER,place_order
B,I want assistance checking what payment methods you accept,PAYMENT,check_payment_methods
BILQZ,where do i check what hours customer support avialable is,CONTACT,contact_customer_service
BLQ,want assistance restoring my user account PIN code,ACCOUNT,recover_password
BIM,how can I get refunds of money?,REFUND,get_refund
BI,can you help me setting a new shipping address up?,SHIPPING_ADDRESS,set_up_shipping_address
B,assistance to report a payment issue,PAYMENT,payment_issue
BM,I want help solving issues with payment,PAYMENT,payment_issue
BIP,would it be possible to track my order?,ORDER,track_order
BIM,how do I get the invoices?,INVOICE,get_invoice
BLM,I can't find the early exit penalties,CANCELLATION_FEE,check_cancellation_fee
BM,I don't know how I can check the invoices,INVOICE,check_invoice
BP,I would like to find the invoice,INVOICE,check_invoice
BM,I don't know what I need to do to get refunds of money,REFUND,get_refund
BM,assistance finding the invoices,INVOICE,check_invoice
BI,can you help me get the invoice from my last purchase?,INVOICE,get_invoice
BEM,I am looking for information about forgotten passwords,ACCOUNT,recover_password
B,I need to check your allowed payment methods,PAYMENT,check_payment_methods
BLQ,i try to file a complaint against ur organization,FEEDBACK,complaint
BI,where can I get the invoice from May?,INVOICE,get_invoice
BLMZ,I have to modify some of the details on my accounnt,ACCOUNT,edit_account
BL,I need help regarding our sign-up,ACCOUNT,registration_problems
B,help me edit my personal information,ACCOUNT,edit_account
BIL,how do I modify my delivery address?,SHIPPING_ADDRESS,change_shipping_address
BKL,update information on user profile,ACCOUNT,edit_account
B,I need to check in what cases can I ask to be refunded,REFUND,check_refund_policy
B,I have to check the options for delivery,DELIVERY,delivery_options
B,assistance to track my order,ORDER,track_order
B,I want assistance setting up a different shipping address,SHIPPING_ADDRESS,set_up_shipping_address
BE,I do not know what I need to do to buy an item,ORDER,place_order
BL,I want assistance to check the early termination fee,CANCELLATION_FEE,check_cancellation_fee
BM,I have registration issues,ACCOUNT,registration_problems
BLQ,i need assistance to talk with a human agent,CONTACT,contact_human_agent
BI,how can I file a complaint?,FEEDBACK,complaint
BELMQ,i do not know how i can see the early termination charges,CANCELLATION_FEE,check_cancellation_fee
B,I try to check in what cases can I ask to be refunded,REFUND,check_refund_policy
B,I am trying to cancel the order I have made,ORDER,cancel_order
B,help with my registration,ACCOUNT,registration_problems
B,help with changing my order,ORDER,change_order
BI,can you tell me about changing the shipping address?,SHIPPING_ADDRESS,change_shipping_address
BKL,make customer reclamation,FEEDBACK,complaint
B,I need assistance checking the status of the refund,REFUND,track_refund
BI,can you help me check in what cases can I ask for a refund?,REFUND,check_refund_policy
B,I need assistance leaving a review for a service,FEEDBACK,review
BI,can you help me edit my account?,ACCOUNT,edit_account
BIMP,could you help me to check what delivery options I have?,DELIVERY,delivery_options
BM,I need help getting the invoices from my last purchase,INVOICE,get_invoice
BIP,could I subscribe to your company newsletter?,NEWSLETTER,newsletter_subscription
BMP,I would like to report an issue with payments,PAYMENT,payment_issue
B,check how long refunds take,REFUND,check_refund_policy
B,help me checking in what cases can I ask for a refund,REFUND,check_refund_policy
B,I have to buy an item,ORDER,place_order
BIM,where can I check what options for delivery I can choose?,DELIVERY,delivery_options
BLQ,need assistance to make a consumer claim,FEEDBACK,complaint
BMP,I would like to find the invoices from three months ago,INVOICE,check_invoice
B,question about changing an order,ORDER,change_order
BI,how to track an order?,ORDER,track_order
BI,how can I contact customer service?,CONTACT,contact_customer_service
BIP,could you help me change my shipping address?,SHIPPING_ADDRESS,change_shipping_address
B,I don't know how I can get the invoice,INVOICE,get_invoice
BE,I do not know how to check the cancellation fee,CANCELLATION_FEE,check_cancellation_fee
BM,help me buy several items,ORDER,place_order
BILQ,how to delete a freemium account,ACCOUNT,delete_account
BLQZ,i have to cancel the newsletter subscripiton,NEWSLETTER,newsletter_subscription
BIP,would it be possible to check the status of my order?,ORDER,track_order
BIP,could you help me check how soon can I expect the item?,DELIVERY,delivery_period
BIM,where can I check the invoices from April?,INVOICE,check_invoice
BL,assistance using my new user account,ACCOUNT,switch_account
BKL,error changing delivery address,SHIPPING_ADDRESS,change_shipping_address
B,I don't know how to check the invoice,INVOICE,check_invoice
BE,I do not know how I can report a payment issue,PAYMENT,payment_issue
BIM,what do I have to do to report issues with payments?,PAYMENT,payment_issue
BL,I need help resetting the PIN code of my account,ACCOUNT,recover_password
BILZ,can you help  me making a claim against your business?,FEEDBACK,complaint
BI,what do I have to do to track my order?,ORDER,track_order
B,help me to use another account,ACCOUNT,switch_account
BLM,assistance to see the cancellation penalties,CANCELLATION_FEE,check_cancellation_fee
B,I want help to check the status of my order,ORDER,track_order
BLQ,i dont know what to do to sign up,ACCOUNT,create_account
B,help me solve an issue with payment,PAYMENT,payment_issue
BM,I need help solving issues with payments,PAYMENT,payment_issue
BI,where can I cancel the order I have made?,ORDER,cancel_order
BELQ,i do not know what i need to do to report a signup error,ACCOUNT,registration_problems
BLZ,I call to ffile a claim against your organization,FEEDBACK,complaint
BIMP,could you help me buy several of your item?,ORDER,place_order
BI,how to track my last order?,ORDER,track_order
BI,where to check my refund status?,REFUND,track_refund
BI,how do I delete an account?,ACCOUNT,delete_account
BL,I want to make a complaint against your company,FEEDBACK,complaint
BE,I do not know what I have to do to get a refund,REFUND,get_refund
B,help to report a payment issue,PAYMENT,payment_issue
B,I want help contacting customer service,CONTACT,contact_customer_service
BEP,I do not know how I could contact customer service,CONTACT,contact_customer_service
B,I need assistance to submit some feedback for your company,FEEDBACK,review
BIMP,could you help me buying several items?,ORDER,place_order
BEM,I do not know what to do to check the cancellation fees,CANCELLATION_FEE,check_cancellation_fee
BI,what do I need to do to track my order?,ORDER,track_order
BI,can you help me checking the status of the refund?,REFUND,track_refund
BI,can you help me to set up a different shipping address?,SHIPPING_ADDRESS,set_up_shipping_address
BI,how can I get the invoice from last month?,INVOICE,get_invoice
BM,help me getting refunds of money,REFUND,get_refund
BI,can you show me the options for delivery?,DELIVERY,delivery_options
BIP,where could I file a complaint against your business?,FEEDBACK,complaint
BLZ,I tgry to lodge a customer claim against your company,FEEDBACK,complaint
B,I don't know what to do to get a refund of money,REFUND,get_refund
BIP,how could I cancel the company newsletter subscription?,NEWSLETTER,newsletter_subscription
B,I am trying to set up a new shipping address,SHIPPING_ADDRESS,set_up_shipping_address
BP,I would like to check how soon can I expect the item,DELIVERY,delivery_period
BIP,will you show me your refund policy?,REFUND,check_refund_policy
BI,can I leave a review?,FEEDBACK,review
BM,report registration issues,ACCOUNT,registration_problems
B,help switching to another account,ACCOUNT,switch_account
BLQ,i need help to modify my personal information,ACCOUNT,edit_account
B,assistance changing my last order,ORDER,change_order
B,help setting a new shipping address up,SHIPPING_ADDRESS,set_up_shipping_address
BI,can you show me in what cases can I ask for my money back?,REFUND,check_refund_policy
BE,I do not know how I can switch to another account,ACCOUNT,switch_account
BI,can you tell me more about the delivery options?,DELIVERY,delivery_options
B,I am trying to check the delivery options,DELIVERY,delivery_options
BL,I don't know what to do to modify the delivery address,SHIPPING_ADDRESS,change_shipping_address
B,I want assistance to get my invoice,INVOICE,get_invoice
BE,I do not know how to get a refund of money,REFUND,get_refund
B,I don't know how I can cancel the last order I made,ORDER,cancel_order
BE,I do not know what to do to leave a review,FEEDBACK,review
BIM,what do I have to do to check the invoices from last month?,INVOICE,check_invoice
BIMP,could you show me what delivery options I can choose?,DELIVERY,delivery_options
BCEIL,"I cannot sign up, can you help me report a sign-up error?",ACCOUNT,registration_problems
BE,I cannot check the status of my refund,REFUND,track_refund
BM,I want assistance to get the invoices,INVOICE,get_invoice
BM,I want help to check what delivery options I can choose,DELIVERY,delivery_options
BI,how much would you charge me if I broke the contract?,CANCELLATION_FEE,check_cancellation_fee
BLQ,need to file a consumer reclamation against ur business,FEEDBACK,complaint
BLQ,need assistance to see ur accepted payment options,PAYMENT,check_payment_methods
BIMP,will you give me information about the delivery periods?,DELIVERY,delivery_period
BI,where can I subscribe to your company newsletter?,NEWSLETTER,newsletter_subscription
B,help using another account,ACCOUNT,switch_account
BM,problem with adding some items to an order,ORDER,change_order
BE,I do not know what to do to switch to another account,ACCOUNT,switch_account
BK,check cancellation fee,CANCELLATION_FEE,check_cancellation_fee
BM,I want help to check what delivery options are available,DELIVERY,delivery_options
BM,I don't know how to take a quick look at my invoices,INVOICE,check_invoice
BI,can you send me the invoice from last month?,INVOICE,get_invoice
BM,assistance reporting registration issues,ACCOUNT,registration_problems
BEL,I do not know how to see the payment options,PAYMENT,check_payment_methods
BLQ,i want assistance to file a complaint against ur company,FEEDBACK,complaint
B,I need to change my shipping address,SHIPPING_ADDRESS,change_shipping_address
B,help me check the status of the refund,REFUND,track_refund
BM,I am trying to check what delivery options are available,DELIVERY,delivery_options
BILQZ,can I recover my uswer account pass?,ACCOUNT,recover_password
BIP,where could I report an issue with payment?,PAYMENT,payment_issue
BIL,is it possible to change to a different account?,ACCOUNT,switch_account
B,I need help checking the cancellation fee,CANCELLATION_FEE,check_cancellation_fee
B,I have a problem with canceling the last order I made,ORDER,cancel_order
BL,I don't know how I can make a customer claim,FEEDBACK,complaint
B,tell me about unsubscribing to your company newsletter,NEWSLETTER,newsletter_subscription
BIMP,will you send me the invoice from seven purchases ago?,INVOICE,get_invoice
BIP,could you help me checking the cancellation fee?,CANCELLATION_FEE,check_cancellation_fee
BLQ,i have to contact somebody,CONTACT,contact_human_agent
B,I need assistance to leave a review for your services,FEEDBACK,review
B,I have got to edit the information on my account,ACCOUNT,edit_account
BILM,where can I see the termination fees?,CANCELLATION_FEE,check_cancellation_fee
BCELQ,i do not understand a word ya say speak with an agent,CONTACT,contact_human_agent
BELQZ,i cannot cancel the subscription to ur corpolrate newsletter,NEWSLETTER,newsletter_subscription
BLQ,i need assistance switching to a different account,ACCOUNT,switch_account
B,I don't know what I need to do to register,ACCOUNT,create_account
BLW,I can't change to a new fucking user account,ACCOUNT,switch_account
BELQ,I'm looking for information about the key reset,ACCOUNT,recover_password
B,I need assistance to set up another shipping address,SHIPPING_ADDRESS,set_up_shipping_address
B,I can't set a different shipping address up,SHIPPING_ADDRESS,set_up_shipping_address
B,assistance setting up another shipping address,SHIPPING_ADDRESS,set_up_shipping_address
B,I don't know what I need to do to track the last order,ORDER,track_order
BI,can you show me your allowed payment methods?,PAYMENT,check_payment_methods
BIP,how could I check the status of my order?,ORDER,track_order
B,I can't check the status of my refund,REFUND,track_refund
BIMP,could you help me solve issues with payment?,PAYMENT,payment_issue
BM,help me checking what delivery options I can choose,DELIVERY,delivery_options
BK,switch to another account,ACCOUNT,switch_account
BKL,change to new profile,ACCOUNT,switch_account
BIM,can you help me checking the cancellation fees?,CANCELLATION_FEE,check_cancellation_fee
BIP,how could I check what payment methods you accept?,PAYMENT,check_payment_methods
B,issue setting up a different shipping address,SHIPPING_ADDRESS,set_up_shipping_address
BIMP,could you help me remove some items?,ORDER,change_order
BI,can you help me track the last order?,ORDER,track_order
BE,I do not know how to report an issue with payment,PAYMENT,payment_issue
B,I want help using another account,ACCOUNT,switch_account
BI,can you show me the refund status?,REFUND,track_refund
B,assistance to subscribe to your company newsletter,NEWSLETTER,newsletter_subscription
BIM,can you help me to report registration issues?,ACCOUNT,registration_problems
BILM,where can I find information about account deletions?,ACCOUNT,delete_account
B,assistance finding the invoice from my last purchase,INVOICE,check_invoice
B,help cancelling the last order I have made,ORDER,cancel_order
B,I need help deleting my account,ACCOUNT,delete_account
BI,how long until I get a refund of money?,REFUND,get_refund
BIP,would it be possible to switch to another account?,ACCOUNT,switch_account
BI,can you help me to switch to another account?,ACCOUNT,switch_account
BM,assistance checking what delivery options I have,DELIVERY,delivery_options
BIP,would it be possible to set up another shipping address?,SHIPPING_ADDRESS,set_up_shipping_address
BIP,could you help me to file a complaint?,FEEDBACK,complaint
BE,I do not know what I have to do to check the refund status,REFUND,track_refund
BIP,could you tell me about the delivery options?,DELIVERY,delivery_options
B,help to cancel the last order,ORDER,cancel_order
BLQ,i have got to check what payment options are accepted,PAYMENT,check_payment_methods
B,help to check my refund status,REFUND,track_refund
BIM,how to report payment issues?,PAYMENT,payment_issue
BI,what do I need to do to check the cancellation fee?,CANCELLATION_FEE,check_cancellation_fee
BIP,could you help me to get a refund of money?,REFUND,get_refund
BI,how can I check my order ETA?,ORDER,track_order
BLMQW,want supports trying to change my damn address,SHIPPING_ADDRESS,change_shipping_address
BM,problem with user account deletions,ACCOUNT,delete_account
BIP,could I check in what cases can I ask for my money back?,REFUND,check_refund_policy
B,I need assistance to report an issue with payment,PAYMENT,payment_issue
B,help me to check how soon can I expect the delivery,DELIVERY,delivery_period
BI,can you tell me what hours I can contact customer service?,CONTACT,contact_customer_service
BI,can I check at what time I can contact customer service?,CONTACT,contact_customer_service
BIL,is it possible to list your payment options?,PAYMENT,check_payment_methods
B,talking to agent,CONTACT,contact_human_agent
B,I want assistance filing a complaint against your business,FEEDBACK,complaint
BI,where do I set another shipping address up?,SHIPPING_ADDRESS,set_up_shipping_address
BM,I need help to check what delivery options are available,DELIVERY,delivery_options
BLMQ,i have problems trying to correct my shipping address,SHIPPING_ADDRESS,change_shipping_address
BL,give me information about editing the delivery address,SHIPPING_ADDRESS,change_shipping_address
B,I want assistance registering,ACCOUNT,create_account
BKL,make claim against your business,FEEDBACK,complaint
BE,I do not know what I have to do to check my order ETA,ORDER,track_order
BL,I need help to recover my account PIN code,ACCOUNT,recover_password
B,show me under what circumstances can I ask for my money back,REFUND,check_refund_policy
BLQ,need help to unsubscribe to ur company newsletter,NEWSLETTER,newsletter_subscription
BM,I have a question about canceling orders,ORDER,cancel_order
BLZ,I want assistance totalk with a human agent,CONTACT,contact_human_agent
BE,I do not know how I can talk to an agent,CONTACT,contact_human_agent
BILZ,is it possible to clsoe a user account?,ACCOUNT,delete_account
BI,can you help me delete an account?,ACCOUNT,delete_account
BM,help me getting the invoices,INVOICE,get_invoice
BL,I want to file a consumer complaint against your company,FEEDBACK,complaint
B,help me submit some feedback for your services,FEEDBACK,review
BIMP,could you help me add some items?,ORDER,change_order
BI,where can I file a complaint?,FEEDBACK,complaint
BILZ,how to use my new profile ?,ACCOUNT,switch_account
BIP,could you help me contacting customer service?,CONTACT,contact_customer_service
BM,problems with canceling my orders,ORDER,cancel_order
BIMP,could you help me check what delivery options I can choose?,DELIVERY,delivery_options
BI,can I submit some feedback for your company?,FEEDBACK,review
B,I need assistance getting my money back,REFUND,get_refund
BIL,can you help me correcting the personal data?,ACCOUNT,edit_account
BI,where do I check what hours I can contact customer service?,CONTACT,contact_customer_service
B,show me what payment methods you accept,PAYMENT,check_payment_methods
BE,I do not know what to do to track my order,ORDER,track_order
BL,I need help to file a consumer complaint,FEEDBACK,complaint
BL,I don't know what to do to check the withdrawal penalty,CANCELLATION_FEE,check_cancellation_fee
BM,help to report issues with payment,PAYMENT,payment_issue
BM,I try to check the cancellation fees,CANCELLATION_FEE,check_cancellation_fee
B,assistance to check your refund policy,REFUND,check_refund_policy
BM,find information about the delivery periods,DELIVERY,delivery_period
BIP,where could I make a purchase?,ORDER,place_order
B,I need help to set up another shipping address,SHIPPING_ADDRESS,set_up_shipping_address
BIM,can you help me to check what delivery options I can choose?,DELIVERY,delivery_options
BL,help me use a different profile,ACCOUNT,switch_account
B,I need help registering,ACCOUNT,create_account
B,help me to change the shipping address,SHIPPING_ADDRESS,change_shipping_address
BEM,I cannot check if there is any updates on my refund,REFUND,track_refund
BI,can I pay with amex?,PAYMENT,check_payment_methods
BELQ,i do not know what i need to do to chat with a live agent,CONTACT,contact_human_agent
BM,I want assistance to check the cancellation fees,CANCELLATION_FEE,check_cancellation_fee
BM,help me report payment issues,PAYMENT,payment_issue
B,I need to leave a review for your company,FEEDBACK,review
B,I try to set another shipping address up,SHIPPING_ADDRESS,set_up_shipping_address
BI,is it possible to report a registration issue?,ACCOUNT,registration_problems
BL,help me see what hours customer support available is,CONTACT,contact_customer_service
B,I have to leave a review for your company,FEEDBACK,review
BLQ,i want assistance to file a reclamation,FEEDBACK,complaint
BLQ,want help checking your available payment options,PAYMENT,check_payment_methods
BLQ,i need assistance trying to update my delivery address,SHIPPING_ADDRESS,change_shipping_address
BIP,would it be possible to get the invoice?,INVOICE,get_invoice
BIMP,how could I remove several items from an order?,ORDER,change_order
BIMP,where could I report issues with payments?,PAYMENT,payment_issue
BIP,could you help me to track the last order?,ORDER,track_order
B,assistance checking the delivery options,DELIVERY,delivery_options
BM,I need assistance to buy some of your item,ORDER,place_order
BI,where do I set a different shipping address up?,SHIPPING_ADDRESS,set_up_shipping_address
BL,I am trying to open a different account for my mum,ACCOUNT,create_account
B,I need assistance canceling the last order I have made,ORDER,cancel_order
BLZ,help me subscribing to the corporate newsleter,NEWSLETTER,newsletter_subscription
BL,help me to list your accepted payment methods,PAYMENT,check_payment_methods
B,I don't know what to do to delete the account,ACCOUNT,delete_account
BMP,I would like to get refunds,REFUND,get_refund
B,check the delivery options,DELIVERY,delivery_options
BLZ,notify of issud with online signup,ACCOUNT,registration_problems
BI,how can I get my money back?,REFUND,get_refund
BIM,where do I find my invoices?,INVOICE,check_invoice
B,I am trying to set a new shipping address up,SHIPPING_ADDRESS,set_up_shipping_address
BIMP,where could I get my invoices?,INVOICE,get_invoice
B,I don't know how to edit my account,ACCOUNT,edit_account
BM,help me check what options for delivery are available,DELIVERY,delivery_options
BIP,could I check in what cases can I ask for refunds?,REFUND,check_refund_policy
B,I want help removing an item,ORDER,change_order
BI,can you help me use another account?,ACCOUNT,switch_account
BL,assistance to retrieve my user account password,ACCOUNT,recover_password
BE,I do not know how I can submit some feedback,FEEDBACK,review
B,I don't know how to create an account,ACCOUNT,create_account
BM,I don't know what I have to do to report issues with payment,PAYMENT,payment_issue
BK,making order,ORDER,place_order
BIL,can you help me receiving the newsletter?,NEWSLETTER,newsletter_subscription
BL,I want help switching to my new account,ACCOUNT,switch_account
BM,I try to report issues with payment,PAYMENT,payment_issue
BL,I have to change the information included on my user profile,ACCOUNT,edit_account
B,issue setting up another shipping address,SHIPPING_ADDRESS,set_up_shipping_address
BM,help me remove several items,ORDER,change_order
B,check under what circumstances can I ask for a refund,REFUND,check_refund_policy
BI,can you help me to buy an item?,ORDER,place_order
BI,where to set up another shipping address?,SHIPPING_ADDRESS,set_up_shipping_address
BM,I want help to check what options for delivery I have,DELIVERY,delivery_options
BIMP,where could I check what delivery options I can choose?,DELIVERY,delivery_options
B,help me filing a complaint,FEEDBACK,complaint
B,I need help editing my personal information,ACCOUNT,edit_account
BL,help receiving a rebate,REFUND,get_refund
BI,can you help me switch user?,ACCOUNT,switch_account
BP,I don't know how I could check the delivery options,DELIVERY,delivery_options
BILQ,where to subscribe to ur corporate newsletter,NEWSLETTER,newsletter_subscription
B,I want assistance to recover my password,ACCOUNT,recover_password
BM,help reporting payment issues,PAYMENT,payment_issue
BIL,what do I need to do to see the cancellation penalty?,CANCELLATION_FEE,check_cancellation_fee
BLZ,I needto unsubscribe to the newsletter,NEWSLETTER,newsletter_subscription
BIP,could you help me finding the invoice from October?,INVOICE,check_invoice
B,I need help to switch to another account,ACCOUNT,switch_account
BEL,I do not know what to do to change to a new profile,ACCOUNT,switch_account
BP,I don't know how I could set a different shipping address up,SHIPPING_ADDRESS,set_up_shipping_address
B,help me change the shipping address,SHIPPING_ADDRESS,change_shipping_address
BCELZ,"I am not happy with youur service, assistance filing a claim",FEEDBACK,complaint
BCILQ,i have to call customer assistance can i get some help,CONTACT,contact_customer_service
BI,what do I need to do to set up a different shipping address?,SHIPPING_ADDRESS,set_up_shipping_address
BP,I don't know how I could change the shipping address,SHIPPING_ADDRESS,change_shipping_address
BM,I don't know how to change some items of an order,ORDER,change_order
BK,canceling order,ORDER,cancel_order
B,I need help to check what payment methods are available,PAYMENT,check_payment_methods
B,help to check your refund policy,REFUND,check_refund_policy
BLW,I need assistance opening a bloody different user account,ACCOUNT,create_account
B,I want help to get a refund,REFUND,get_refund
B,I have an issue changing the shipping address,SHIPPING_ADDRESS,change_shipping_address
B,I don't know how to change the shipping address,SHIPPING_ADDRESS,change_shipping_address
B,I want to set up another shipping address,SHIPPING_ADDRESS,set_up_shipping_address
BL,help me changing to a new account,ACCOUNT,switch_account
B,help checking your money back policy,REFUND,check_refund_policy
BI,where can I cancel the last order I made?,ORDER,cancel_order
BI,where to get my money back?,REFUND,get_refund
BM,help me to solve an issue with payments,PAYMENT,payment_issue
B,I want assistance switching to another account,ACCOUNT,switch_account
B,I have to cancel the company newsletter subscription,NEWSLETTER,newsletter_subscription
B,help me to get the invoice from last month,INVOICE,get_invoice
BL,I need information about modifying the address,SHIPPING_ADDRESS,change_shipping_address
B,help me check the invoice from June,INVOICE,check_invoice
BE,I do not know how to get my invoice,INVOICE,get_invoice
B,I don't know what I have to do to submit some feedback,FEEDBACK,review
B,help getting my money back,REFUND,get_refund
BM,I need assistance buying several of your item,ORDER,place_order
BL,assistance to contact a person,CONTACT,contact_human_agent
BI,can you help me checking your refund policy?,REFUND,check_refund_policy
B,help checking what hours I can contact customer service,CONTACT,contact_customer_service
BLQ,i need assistance to close an online account,ACCOUNT,delete_account
B,I want assistance to use another account,ACCOUNT,switch_account
B,I want help to track the last order,ORDER,track_order
BIL,what do I have to do to sign up to the company newsletter?,NEWSLETTER,newsletter_subscription
BI,can I get the invoice from November?,INVOICE,get_invoice
B,assistance to delete my account,ACCOUNT,delete_account
B,I don't know what I have to do to leave a review,FEEDBACK,review
BIP,could you tell me more about a forgotten password?,ACCOUNT,recover_password
BIMP,could you help me report payment issues?,PAYMENT,payment_issue
B,check how long refunds usually take,REFUND,check_refund_policy
B,I want help to check in what cases can I ask for refunds,REFUND,check_refund_policy
B,I need help to solve an issue with payment,PAYMENT,payment_issue
BM,I don't know how I can get refunds of money,REFUND,get_refund
BMP,I would like to add some items to an order,ORDER,change_order
BEM,I cannot find the invoice from 3 purchases ago,INVOICE,check_invoice
BM,help me solve an issue with payments,PAYMENT,payment_issue
BP,I don't know how I could contact customer service,CONTACT,contact_customer_service
B,assistance checking how long refunds take,REFUND,check_refund_policy
BLQZ,i need uspport regarding the online registration,ACCOUNT,registration_problems
